Case.ID,Task.Label,Timestamp,Salary,Amount,Coverage,Cost,AssessmentType,AssessmentCost,Result
70,NotifyOutcome,2018-10-27T06:55:41.031+11:00,,,,,,,Rejected
71,SubmitLoanApplication,2018-10-27T08:17:52.031+11:00,62000,77000,,,,,
71,AssessApplication,2018-10-27T08:53:01.031+11:00,,,,,Simple,90,
71,CheckCareer,2018-10-27T09:30:09.031+11:00,,,1,,,,
71,CheckMedicalHistory,2018-10-27T10:36:42.031+11:00,,,,90,,,
71,NotifyOutcome,2018-10-27T11:06:28.031+11:00,,,,,,,Rejected
72,SubmitLoanApplication,2018-10-27T11:51:36.031+11:00,54000,58000,,,,,
72,AssessApplication,2018-10-27T14:10:49.031+11:00,,,,,Simple,70,
72,CheckCareer,2018-10-27T14:20:11.031+11:00,,,1,,,,
72,CheckMedicalHistory,2018-10-27T14:46:06.031+11:00,,,,40,,,
72,NotifyOutcome,2018-10-27T15:30:44.031+11:00,,,,,,,Rejected
73,SubmitLoanApplication,2018-10-27T15:52:02.031+11:00,32000,80000,,,,,
73,AssessApplication,2018-10-27T16:54:35.031+11:00,,,,,Simple,20,
73,CheckCareer,2018-10-27T17:07:57.031+11:00,,,2,,,,
73,CheckMedicalHistory,2018-10-27T19:10:53.031+11:00,,,,40,,,
73,NotifyOutcome,2018-10-27T19:17:25.031+11:00,,,,,,,Rejected
74,SubmitLoanApplication,2018-10-27T20:27:06.031+11:00,62000,53000,,,,,
74,AssessApplication,2018-10-27T20:47:00.031+11:00,,,,,Simple,50,
74,CheckCareer,2018-10-27T21:49:49.031+11:00,,,5,,,,
74,CheckMedicalHistory,2018-10-27T22:00:06.031+11:00,,,,30,,,
74,NotifyOutcome,2018-10-27T23:15:12.031+11:00,,,,,,,Rejected
75,SubmitLoanApplication,2018-10-27T23:33:09.031+11:00,70000,55000,,,,,
75,AssessApplication,2018-10-28T01:02:50.031+11:00,,,,,Simple,90,
75,CheckCareer,2018-10-28T01:49:39.031+11:00,,,4,,,,
75,CheckMedicalHistory,2018-10-28T02:08:17.031+11:00,,,,60,,,
75,NotifyOutcome,2018-10-28T02:41:53.031+11:00,,,,,,,Rejected
76,SubmitLoanApplication,2018-10-28T04:06:26.031+11:00,47000,99000,,,,,
76,AssessApplication,2018-10-28T04:43:17.031+11:00,,,,,Simple,50,
76,CheckCareer,2018-10-28T05:22:47.031+11:00,,,5,,,,
76,CheckMedicalHistory,2018-10-28T07:01:51.031+11:00,,,,90,,,
76,NotifyOutcome,2018-10-28T07:26:54.031+11:00,,,,,,,Rejected
77,SubmitLoanApplication,2018-10-28T07:31:42.031+11:00,69000,78000,,,,,
77,AssessApplication,2018-10-28T08:01:56.031+11:00,,,,,Simple,70,
77,CheckCareer,2018-10-28T10:05:23.031+11:00,,,3,,,,
77,CheckMedicalHistory,2018-10-28T10:32:44.031+11:00,,,,90,,,
77,NotifyOutcome,2018-10-28T11:27:41.031+11:00,,,,,,,Rejected
78,SubmitLoanApplication,2018-10-28T11:48:00.031+11:00,46000,97000,,,,,
78,AssessApplication,2018-10-28T12:33:42.031+11:00,,,,,Simple,100,
78,CheckCareer,2018-10-28T13:02:48.031+11:00,,,5,,,,
78,CheckMedicalHistory,2018-10-28T13:59:12.031+11:00,,,,30,,,
78,NotifyOutcome,2018-10-28T14:32:34.031+11:00,,,,,,,Rejected
79,SubmitLoanApplication,2018-10-28T15:36:17.031+11:00,61000,74000,,,,,
79,AssessApplication,2018-10-28T17:38:38.031+11:00,,,,,Simple,90,
79,CheckCareer,2018-10-28T17:45:06.031+11:00,,,5,,,,
79,CheckMedicalHistory,2018-10-28T19:20:44.031+11:00,,,,40,,,
79,NotifyOutcome,2018-10-28T19:24:41.031+11:00,,,,,,,Rejected
80,SubmitLoanApplication,2018-10-28T19:36:31.031+11:00,54000,93000,,,,,
80,AssessApplication,2018-10-28T19:43:26.031+11:00,,,,,Simple,60,
80,CheckCareer,2018-10-28T22:29:23.031+11:00,,,1,,,,
80,CheckMedicalHistory,2018-10-28T22:38:11.031+11:00,,,,40,,,
80,NotifyOutcome,2018-10-28T23:17:12.031+11:00,,,,,,,Rejected
81,SubmitLoanApplication,2018-10-29T00:04:57.031+11:00,43000,92000,,,,,
81,AssessApplication,2018-10-29T00:16:33.031+11:00,,,,,Simple,30,
81,CheckCareer,2018-10-29T01:49:42.031+11:00,,,4,,,,
81,CheckMedicalHistory,2018-10-29T02:07:25.031+11:00,,,,100,,,
81,NotifyOutcome,2018-10-29T02:53:33.031+11:00,,,,,,,Rejected
82,SubmitLoanApplication,2018-10-29T04:10:55.031+11:00,32000,59000,,,,,
82,AssessApplication,2018-10-29T05:14:16.031+11:00,,,,,Simple,40,
82,CheckCareer,2018-10-29T05:46:09.031+11:00,,,1,,,,
82,CheckMedicalHistory,2018-10-29T06:23:22.031+11:00,,,,20,,,
82,NotifyOutcome,2018-10-29T07:19:16.031+11:00,,,,,,,Rejected
83,SubmitLoanApplication,2018-10-29T07:42:10.031+11:00,47000,83000,,,,,
83,AssessApplication,2018-10-29T08:42:42.031+11:00,,,,,Simple,90,
83,CheckCareer,2018-10-29T09:14:44.031+11:00,,,1,,,,
83,CheckMedicalHistory,2018-10-29T09:25:24.031+11:00,,,,100,,,
83,NotifyOutcome,2018-10-29T09:56:52.031+11:00,,,,,,,Rejected
84,SubmitLoanApplication,2018-10-29T12:19:28.031+11:00,68000,88000,,,,,
84,AssessApplication,2018-10-29T12:49:18.031+11:00,,,,,Simple,80,
84,CheckCareer,2018-10-29T13:34:58.031+11:00,,,5,,,,
84,CheckMedicalHistory,2018-10-29T15:04:38.031+11:00,,,,40,,,
84,NotifyOutcome,2018-10-29T15:18:01.031+11:00,,,,,,,Rejected
85,SubmitLoanApplication,2018-10-29T15:42:42.031+11:00,64000,84000,,,,,
85,AssessApplication,2018-10-29T15:45:41.031+11:00,,,,,Simple,10,
85,CheckCareer,2018-10-29T16:32:55.031+11:00,,,5,,,,
85,CheckMedicalHistory,2018-10-29T17:08:20.031+11:00,,,,100,,,
85,NotifyOutcome,2018-10-29T17:48:29.031+11:00,,,,,,,Rejected
86,SubmitLoanApplication,2018-10-29T19:57:25.031+11:00,45000,87000,,,,,
86,AssessApplication,2018-10-29T20:57:23.031+11:00,,,,,Simple,20,
86,CheckCareer,2018-10-29T21:21:26.031+11:00,,,3,,,,
86,CheckMedicalHistory,2018-10-29T22:27:11.031+11:00,,,,30,,,
86,NotifyOutcome,2018-10-29T23:09:22.031+11:00,,,,,,,Rejected
87,SubmitLoanApplication,2018-10-30T00:01:03.031+11:00,66000,96000,,,,,
87,AssessApplication,2018-10-30T00:45:10.031+11:00,,,,,Simple,50,
87,CheckCareer,2018-10-30T00:52:57.031+11:00,,,2,,,,
87,CheckMedicalHistory,2018-10-30T03:21:59.031+11:00,,,,80,,,
87,NotifyOutcome,2018-10-30T03:30:34.031+11:00,,,,,,,Rejected
88,SubmitLoanApplication,2018-10-30T04:00:32.031+11:00,25000,82000,,,,,
88,AssessApplication,2018-10-30T05:33:59.031+11:00,,,,,Simple,90,
88,CheckCareer,2018-10-30T05:43:20.031+11:00,,,1,,,,
88,CheckMedicalHistory,2018-10-30T05:58:14.031+11:00,,,,40,,,
88,NotifyOutcome,2018-10-30T06:22:23.031+11:00,,,,,,,Rejected
89,SubmitLoanApplication,2018-10-30T08:33:51.031+11:00,48000,69000,,,,,
89,AssessApplication,2018-10-30T08:54:13.031+11:00,,,,,Simple,10,
89,CheckCareer,2018-10-30T09:27:26.031+11:00,,,5,,,,
89,CheckMedicalHistory,2018-10-30T09:32:22.031+11:00,,,,20,,,
89,NotifyOutcome,2018-10-30T11:02:36.031+11:00,,,,,,,Rejected
90,SubmitLoanApplication,2018-10-30T11:32:25.031+11:00,60000,98000,,,,,
90,AssessApplication,2018-10-30T12:23:56.031+11:00,,,,,Simple,60,
90,CheckCareer,2018-10-30T13:19:57.031+11:00,,,5,,,,
90,CheckMedicalHistory,2018-10-30T14:31:15.031+11:00,,,,100,,,
90,NotifyOutcome,2018-10-30T14:54:36.031+11:00,,,,,,,Rejected
91,SubmitLoanApplication,2018-10-30T15:41:05.031+11:00,65000,94000,,,,,
91,AssessApplication,2018-10-30T15:59:51.031+11:00,,,,,Simple,50,
91,CheckCareer,2018-10-30T16:09:43.031+11:00,,,4,,,,
91,CheckMedicalHistory,2018-10-30T16:39:13.031+11:00,,,,80,,,
91,NotifyOutcome,2018-10-30T16:51:45.031+11:00,,,,,,,Rejected
92,SubmitLoanApplication,2018-10-30T20:51:59.031+11:00,43000,66000,,,,,
92,AssessApplication,2018-10-30T21:08:19.031+11:00,,,,,Simple,100,
92,CheckCareer,2018-10-30T22:09:04.031+11:00,,,2,,,,
92,CheckMedicalHistory,2018-10-30T22:33:33.031+11:00,,,,10,,,
92,NotifyOutcome,2018-10-30T22:36:52.031+11:00,,,,,,,Rejected
93,SubmitLoanApplication,2018-10-31T00:15:40.031+11:00,47000,65000,,,,,
93,AssessApplication,2018-10-31T01:05:01.031+11:00,,,,,Simple,80,
93,CheckCareer,2018-10-31T01:23:36.031+11:00,,,4,,,,
93,CheckMedicalHistory,2018-10-31T01:46:35.031+11:00,,,,20,,,
93,NotifyOutcome,2018-10-31T02:27:42.031+11:00,,,,,,,Rejected
94,SubmitLoanApplication,2018-10-31T03:35:43.031+11:00,57000,64000,,,,,
94,AssessApplication,2018-10-31T03:36:59.031+11:00,,,,,Simple,90,
94,CheckCareer,2018-10-31T05:22:35.031+11:00,,,3,,,,
94,CheckMedicalHistory,2018-10-31T05:24:07.031+11:00,,,,40,,,
94,NotifyOutcome,2018-10-31T06:02:13.031+11:00,,,,,,,Rejected
95,SubmitLoanApplication,2018-10-31T07:47:27.031+11:00,32000,63000,,,,,
95,AssessApplication,2018-10-31T07:54:27.031+11:00,,,,,Simple,10,
95,CheckCareer,2018-10-31T08:37:50.031+11:00,,,5,,,,
95,CheckMedicalHistory,2018-10-31T10:52:59.031+11:00,,,,40,,,
95,NotifyOutcome,2018-10-31T11:22:06.031+11:00,,,,,,,Rejected
96,SubmitLoanApplication,2018-10-31T11:38:34.031+11:00,38000,89000,,,,,
96,AssessApplication,2018-10-31T13:08:31.031+11:00,,,,,Simple,10,
96,CheckCareer,2018-10-31T13:10:21.031+11:00,,,5,,,,
96,CheckMedicalHistory,2018-10-31T14:15:29.031+11:00,,,,40,,,
96,NotifyOutcome,2018-10-31T14:23:48.031+11:00,,,,,,,Rejected
97,SubmitLoanApplication,2018-10-31T15:33:28.031+11:00,27000,62000,,,,,
97,AssessApplication,2018-10-31T16:39:10.031+11:00,,,,,Simple,70,
97,CheckCareer,2018-10-31T16:46:14.031+11:00,,,3,,,,
97,CheckMedicalHistory,2018-10-31T17:35:43.031+11:00,,,,60,,,
97,NotifyOutcome,2018-10-31T18:20:03.031+11:00,,,,,,,Rejected
98,SubmitLoanApplication,2018-10-31T19:47:48.031+11:00,62000,90000,,,,,
98,AssessApplication,2018-10-31T22:06:41.031+11:00,,,,,Simple,80,
98,CheckCareer,2018-10-31T22:10:59.031+11:00,,,5,,,,
98,CheckMedicalHistory,2018-10-31T22:39:47.031+11:00,,,,50,,,
98,NotifyOutcome,2018-10-31T23:28:24.031+11:00,,,,,,,Rejected
99,SubmitLoanApplication,2018-11-01T00:38:00.031+11:00,63000,68000,,,,,
99,AssessApplication,2018-11-01T01:39:25.031+11:00,,,,,Simple,10,
99,CheckCareer,2018-11-01T01:44:07.031+11:00,,,5,,,,
99,CheckMedicalHistory,2018-11-01T02:16:27.031+11:00,,,,10,,,
99,NotifyOutcome,2018-11-01T02:59:53.031+11:00,,,,,,,Rejected
100,SubmitLoanApplication,2018-11-01T03:35:33.031+11:00,28000,61000,,,,,
100,AssessApplication,2018-11-01T03:41:52.031+11:00,,,,,Simple,60,
100,CheckCareer,2018-11-01T04:57:50.031+11:00,,,1,,,,
100,CheckMedicalHistory,2018-11-01T05:45:03.031+11:00,,,,10,,,
100,NotifyOutcome,2018-11-01T07:19:55.031+11:00,,,,,,,Rejected
101,SubmitLoanApplication,2018-11-01T07:54:27.031+11:00,38000,95000,,,,,
101,AssessApplication,2018-11-01T07:59:55.031+11:00,,,,,Simple,30,
101,CheckCareer,2018-11-01T08:05:57.031+11:00,,,4,,,,
101,CheckMedicalHistory,2018-11-01T08:37:14.031+11:00,,,,30,,,
101,NotifyOutcome,2018-11-01T08:47:35.031+11:00,,,,,,,Accepted
102,SubmitLoanApplication,2018-11-01T12:45:34.031+11:00,37000,95000,,,,,
102,AssessApplication,2018-11-01T14:23:13.031+11:00,,,,,Simple,70,
102,CheckCareer,2018-11-01T14:28:30.031+11:00,,,11,,,,
102,CheckMedicalHistory,2018-11-01T14:40:10.031+11:00,,,,210,,,
102,NotifyOutcome,2018-11-01T14:58:43.031+11:00,,,,,,,Accepted
103,SubmitLoanApplication,2018-11-01T15:51:49.031+11:00,28000,70000,,,,,
103,AssessApplication,2018-11-01T16:59:56.031+11:00,,,,,Simple,80,
103,CheckCareer,2018-11-01T17:37:35.031+11:00,,,12,,,,
103,CheckMedicalHistory,2018-11-01T18:03:32.031+11:00,,,,300,,,
103,NotifyOutcome,2018-11-01T19:07:44.031+11:00,,,,,,,Accepted
104,SubmitLoanApplication,2018-11-01T20:12:55.031+11:00,51000,71000,,,,,
104,AssessApplication,2018-11-01T20:18:58.031+11:00,,,,,Simple,30,
104,CheckCareer,2018-11-01T20:35:49.031+11:00,,,13,,,,
104,CheckMedicalHistory,2018-11-01T21:15:12.031+11:00,,,,260,,,
104,NotifyOutcome,2018-11-01T23:14:58.031+11:00,,,,,,,Accepted
105,SubmitLoanApplication,2018-11-02T01:23:29.031+11:00,57000,79000,,,,,
105,AssessApplication,2018-11-02T02:09:34.031+11:00,,,,,Simple,40,
105,CheckCareer,2018-11-02T02:26:25.031+11:00,,,9,,,,
105,CheckMedicalHistory,2018-11-02T02:38:55.031+11:00,,,,170,,,
105,NotifyOutcome,2018-11-02T03:15:59.031+11:00,,,,,,,Accepted
106,SubmitLoanApplication,2018-11-02T03:32:13.031+11:00,53000,57000,,,,,
106,AssessApplication,2018-11-02T04:00:22.031+11:00,,,,,Simple,50,
106,CheckCareer,2018-11-02T04:04:41.031+11:00,,,11,,,,
106,CheckMedicalHistory,2018-11-02T04:36:43.031+11:00,,,,120,,,
106,NotifyOutcome,2018-11-02T07:21:18.031+11:00,,,,,,,Accepted
107,SubmitLoanApplication,2018-11-02T07:32:00.031+11:00,39000,76000,,,,,
107,AssessApplication,2018-11-02T07:49:34.031+11:00,,,,,Simple,80,
107,CheckCareer,2018-11-02T08:53:12.031+11:00,,,8,,,,
107,CheckMedicalHistory,2018-11-02T09:30:49.031+11:00,,,,190,,,
107,NotifyOutcome,2018-11-02T10:02:26.031+11:00,,,,,,,Accepted
108,SubmitLoanApplication,2018-11-02T11:32:11.031+11:00,47000,52000,,,,,
108,AssessApplication,2018-11-02T14:00:29.031+11:00,,,,,Simple,20,
108,CheckCareer,2018-11-02T14:06:34.031+11:00,,,8,,,,
108,CheckMedicalHistory,2018-11-02T14:36:23.031+11:00,,,,130,,,
108,NotifyOutcome,2018-11-02T15:30:08.031+11:00,,,,,,,Accepted
109,SubmitLoanApplication,2018-11-02T15:42:29.031+11:00,55000,60000,,,,,
109,AssessApplication,2018-11-02T15:55:49.031+11:00,,,,,Simple,100,
109,CheckCareer,2018-11-02T16:59:56.031+11:00,,,15,,,,
109,CheckMedicalHistory,2018-11-02T17:30:12.031+11:00,,,,200,,,
109,NotifyOutcome,2018-11-02T18:30:10.031+11:00,,,,,,,Accepted
110,SubmitLoanApplication,2018-11-02T19:53:42.031+11:00,44000,91000,,,,,
110,AssessApplication,2018-11-02T20:12:12.031+11:00,,,,,Simple,60,
110,CheckCareer,2018-11-02T20:19:16.031+11:00,,,15,,,,
110,CheckMedicalHistory,2018-11-02T21:38:41.031+11:00,,,,300,,,
110,NotifyOutcome,2018-11-02T22:32:09.031+11:00,,,,,,,Accepted
111,SubmitLoanApplication,2018-11-03T00:03:28.031+11:00,65000,81000,,,,,
111,AssessApplication,2018-11-03T00:12:28.031+11:00,,,,,Simple,10,
111,CheckCareer,2018-11-03T02:41:31.031+11:00,,,8,,,,
111,CheckMedicalHistory,2018-11-03T02:49:50.031+11:00,,,,150,,,
111,NotifyOutcome,2018-11-03T02:58:31.031+11:00,,,,,,,Accepted
112,SubmitLoanApplication,2018-11-03T04:01:15.031+11:00,25000,86000,,,,,
112,AssessApplication,2018-11-03T04:56:52.031+11:00,,,,,Simple,60,
112,CheckCareer,2018-11-03T06:09:18.031+11:00,,,8,,,,
112,CheckMedicalHistory,2018-11-03T06:34:43.031+11:00,,,,280,,,
112,NotifyOutcome,2018-11-03T07:29:32.031+11:00,,,,,,,Accepted
113,SubmitLoanApplication,2018-11-03T07:32:24.031+11:00,52000,85000,,,,,
113,AssessApplication,2018-11-03T08:05:11.031+11:00,,,,,Simple,20,
113,CheckCareer,2018-11-03T08:52:55.031+11:00,,,6,,,,
113,CheckMedicalHistory,2018-11-03T09:52:33.031+11:00,,,,290,,,
113,NotifyOutcome,2018-11-03T10:07:23.031+11:00,,,,,,,Accepted
114,SubmitLoanApplication,2018-11-03T12:42:47.031+11:00,54000,56000,,,,,
114,AssessApplication,2018-11-03T12:49:37.031+11:00,,,,,Simple,100,
114,CheckCareer,2018-11-03T13:41:53.031+11:00,,,7,,,,
114,CheckMedicalHistory,2018-11-03T13:59:26.031+11:00,,,,250,,,
114,NotifyOutcome,2018-11-03T15:02:51.031+11:00,,,,,,,Accepted
115,SubmitLoanApplication,2018-11-03T15:36:27.031+11:00,47000,75000,,,,,
115,AssessApplication,2018-11-03T17:00:12.031+11:00,,,,,Simple,90,
115,CheckCareer,2018-11-03T17:13:20.031+11:00,,,15,,,,
115,CheckMedicalHistory,2018-11-03T18:14:44.031+11:00,,,,290,,,
115,NotifyOutcome,2018-11-03T19:09:28.031+11:00,,,,,,,Accepted
116,SubmitLoanApplication,2018-11-03T21:10:24.031+11:00,69000,54000,,,,,
116,AssessApplication,2018-11-03T21:12:08.031+11:00,,,,,Simple,20,
116,CheckCareer,2018-11-03T21:33:01.031+11:00,,,11,,,,
116,CheckMedicalHistory,2018-11-03T21:43:35.031+11:00,,,,120,,,
116,NotifyOutcome,2018-11-03T22:49:32.031+11:00,,,,,,,Accepted
117,SubmitLoanApplication,2018-11-03T23:35:04.031+11:00,45000,51000,,,,,
117,AssessApplication,2018-11-04T00:12:33.031+11:00,,,,,Simple,30,
117,CheckCareer,2018-11-04T00:51:46.031+11:00,,,13,,,,
117,CheckMedicalHistory,2018-11-04T01:41:29.031+11:00,,,,160,,,
117,NotifyOutcome,2018-11-04T03:20:46.031+11:00,,,,,,,Accepted
118,SubmitLoanApplication,2018-11-04T03:38:28.031+11:00,65000,73000,,,,,
118,AssessApplication,2018-11-04T03:42:50.031+11:00,,,,,Simple,10,
118,CheckCareer,2018-11-04T04:19:05.031+11:00,,,8,,,,
118,CheckMedicalHistory,2018-11-04T04:30:46.031+11:00,,,,290,,,
118,NotifyOutcome,2018-11-04T06:16:55.031+11:00,,,,,,,Accepted
119,SubmitLoanApplication,2018-11-04T07:52:24.031+11:00,37000,72000,,,,,
119,AssessApplication,2018-11-04T08:05:43.031+11:00,,,,,Simple,20,
119,CheckCareer,2018-11-04T09:21:55.031+11:00,,,11,,,,
119,CheckMedicalHistory,2018-11-04T09:39:50.031+11:00,,,,170,,,
119,NotifyOutcome,2018-11-04T10:16:55.031+11:00,,,,,,,Accepted
120,SubmitLoanApplication,2018-11-04T11:55:33.031+11:00,64000,77000,,,,,
120,AssessApplication,2018-11-04T12:43:43.031+11:00,,,,,Simple,20,
120,CheckCareer,2018-11-04T12:54:51.031+11:00,,,9,,,,
120,CheckMedicalHistory,2018-11-04T15:05:37.031+11:00,,,,230,,,
120,NotifyOutcome,2018-11-04T15:08:46.031+11:00,,,,,,,Accepted
121,SubmitLoanApplication,2018-11-04T16:44:23.031+11:00,66000,58000,,,,,
121,AssessApplication,2018-11-04T17:29:27.031+11:00,,,,,Simple,40,
121,CheckCareer,2018-11-04T18:46:40.031+11:00,,,14,,,,
121,CheckMedicalHistory,2018-11-04T18:53:43.031+11:00,,,,280,,,
121,NotifyOutcome,2018-11-04T19:30:03.031+11:00,,,,,,,Accepted
122,SubmitLoanApplication,2018-11-04T19:57:16.031+11:00,30000,80000,,,,,
122,AssessApplication,2018-11-04T20:00:23.031+11:00,,,,,Simple,10,
122,CheckCareer,2018-11-04T21:54:21.031+11:00,,,13,,,,
122,CheckMedicalHistory,2018-11-04T22:04:19.031+11:00,,,,160,,,
122,NotifyOutcome,2018-11-04T22:11:27.031+11:00,,,,,,,Accepted
123,SubmitLoanApplication,2018-11-05T01:01:09.031+11:00,62000,53000,,,,,
123,AssessApplication,2018-11-05T01:25:22.031+11:00,,,,,Simple,60,
123,CheckCareer,2018-11-05T02:25:34.031+11:00,,,13,,,,
123,CheckMedicalHistory,2018-11-05T02:48:10.031+11:00,,,,270,,,
123,NotifyOutcome,2018-11-05T03:15:09.031+11:00,,,,,,,Accepted
124,SubmitLoanApplication,2018-11-05T03:33:13.031+11:00,43000,55000,,,,,
124,AssessApplication,2018-11-05T04:34:27.031+11:00,,,,,Simple,50,
124,CheckCareer,2018-11-05T04:44:07.031+11:00,,,7,,,,
124,CheckMedicalHistory,2018-11-05T04:51:58.031+11:00,,,,180,,,
124,NotifyOutcome,2018-11-05T06:27:11.031+11:00,,,,,,,Accepted
125,SubmitLoanApplication,2018-11-05T08:10:50.031+11:00,36000,99000,,,,,
125,AssessApplication,2018-11-05T08:40:26.031+11:00,,,,,Simple,90,
125,CheckCareer,2018-11-05T09:27:48.031+11:00,,,8,,,,
125,CheckMedicalHistory,2018-11-05T09:42:49.031+11:00,,,,200,,,
125,NotifyOutcome,2018-11-05T10:57:08.031+11:00,,,,,,,Accepted
126,SubmitLoanApplication,2018-11-05T11:59:28.031+11:00,25000,78000,,,,,
126,AssessApplication,2018-11-05T12:16:47.031+11:00,,,,,Simple,70,
126,CheckCareer,2018-11-05T12:17:49.031+11:00,,,9,,,,
126,CheckMedicalHistory,2018-11-05T14:01:41.031+11:00,,,,270,,,
126,NotifyOutcome,2018-11-05T14:22:08.031+11:00,,,,,,,Accepted
127,SubmitLoanApplication,2018-11-05T15:50:24.031+11:00,36000,97000,,,,,
127,AssessApplication,2018-11-05T18:18:34.031+11:00,,,,,Simple,90,
127,CheckCareer,2018-11-05T18:25:05.031+11:00,,,14,,,,
127,CheckMedicalHistory,2018-11-05T18:33:28.031+11:00,,,,250,,,
127,NotifyOutcome,2018-11-05T18:58:00.031+11:00,,,,,,,Accepted
128,SubmitLoanApplication,2018-11-05T21:00:15.031+11:00,29000,74000,,,,,
128,AssessApplication,2018-11-05T21:30:40.031+11:00,,,,,Simple,70,
128,CheckCareer,2018-11-05T22:23:15.031+11:00,,,11,,,,
128,CheckMedicalHistory,2018-11-05T22:53:45.031+11:00,,,,250,,,
128,NotifyOutcome,2018-11-05T23:09:16.031+11:00,,,,,,,Accepted
129,SubmitLoanApplication,2018-11-05T23:47:09.031+11:00,38000,93000,,,,,
129,AssessApplication,2018-11-06T00:42:46.031+11:00,,,,,Simple,20,
129,CheckCareer,2018-11-06T01:32:20.031+11:00,,,15,,,,
129,CheckMedicalHistory,2018-11-06T01:39:49.031+11:00,,,,210,,,
129,NotifyOutcome,2018-11-06T03:05:47.031+11:00,,,,,,,Accepted
130,SubmitLoanApplication,2018-11-06T03:57:30.031+11:00,58000,92000,,,,,
130,AssessApplication,2018-11-06T04:38:42.031+11:00,,,,,Simple,80,
130,CheckCareer,2018-11-06T05:28:22.031+11:00,,,12,,,,
130,CheckMedicalHistory,2018-11-06T06:22:28.031+11:00,,,,160,,,
130,NotifyOutcome,2018-11-06T06:43:21.031+11:00,,,,,,,Accepted
131,SubmitLoanApplication,2018-11-06T07:36:58.031+11:00,66000,59000,,,,,
131,AssessApplication,2018-11-06T08:17:41.031+11:00,,,,,Simple,60,
131,CheckCareer,2018-11-06T08:21:37.031+11:00,,,6,,,,
131,CheckMedicalHistory,2018-11-06T08:53:10.031+11:00,,,,180,,,
131,NotifyOutcome,2018-11-06T10:37:07.031+11:00,,,,,,,Accepted
132,SubmitLoanApplication,2018-11-06T12:41:24.031+11:00,43000,83000,,,,,
132,AssessApplication,2018-11-06T13:04:26.031+11:00,,,,,Simple,60,
132,CheckCareer,2018-11-06T14:04:37.031+11:00,,,6,,,,
132,CheckMedicalHistory,2018-11-06T14:17:00.031+11:00,,,,130,,,
132,NotifyOutcome,2018-11-06T14:35:42.031+11:00,,,,,,,Accepted
133,SubmitLoanApplication,2018-11-06T17:50:42.031+11:00,48000,88000,,,,,
133,AssessApplication,2018-11-06T18:15:12.031+11:00,,,,,Simple,40,
133,CheckCareer,2018-11-06T18:25:23.031+11:00,,,12,,,,
133,CheckMedicalHistory,2018-11-06T18:30:40.031+11:00,,,,230,,,
133,NotifyOutcome,2018-11-06T18:30:44.031+11:00,,,,,,,Accepted
134,SubmitLoanApplication,2018-11-06T19:30:47.031+11:00,36000,84000,,,,,
134,AssessApplication,2018-11-06T19:55:04.031+11:00,,,,,Simple,30,
134,CheckCareer,2018-11-06T20:45:19.031+11:00,,,12,,,,
134,CheckMedicalHistory,2018-11-06T22:06:58.031+11:00,,,,120,,,
134,NotifyOutcome,2018-11-06T22:52:05.031+11:00,,,,,,,Accepted
135,SubmitLoanApplication,2018-11-07T01:58:05.031+11:00,55000,87000,,,,,
135,AssessApplication,2018-11-07T02:18:58.031+11:00,,,,,Simple,10,
135,CheckCareer,2018-11-07T02:58:31.031+11:00,,,14,,,,
135,CheckMedicalHistory,2018-11-07T03:09:38.031+11:00,,,,200,,,
135,NotifyOutcome,2018-11-07T03:16:09.031+11:00,,,,,,,Accepted
136,SubmitLoanApplication,2018-11-07T03:52:24.031+11:00,66000,96000,,,,,
136,AssessApplication,2018-11-07T04:43:26.031+11:00,,,,,Simple,50,
136,CheckCareer,2018-11-07T04:50:15.031+11:00,,,10,,,,
136,CheckMedicalHistory,2018-11-07T05:08:19.031+11:00,,,,260,,,
136,NotifyOutcome,2018-11-07T06:45:28.031+11:00,,,,,,,Accepted
137,SubmitLoanApplication,2018-11-07T08:26:43.031+11:00,55000,82000,,,,,
137,AssessApplication,2018-11-07T09:58:10.031+11:00,,,,,Simple,90,
137,CheckCareer,2018-11-07T10:21:33.031+11:00,,,11,,,,
137,CheckMedicalHistory,2018-11-07T10:37:02.031+11:00,,,,230,,,
137,NotifyOutcome,2018-11-07T10:59:11.031+11:00,,,,,,,Accepted
138,SubmitLoanApplication,2018-11-07T13:03:03.031+11:00,63000,69000,,,,,
138,AssessApplication,2018-11-07T13:44:53.031+11:00,,,,,Simple,90,
138,CheckCareer,2018-11-07T15:05:27.031+11:00,,,14,,,,
138,CheckMedicalHistory,2018-11-07T15:06:20.031+11:00,,,,280,,,
138,NotifyOutcome,2018-11-07T15:12:09.031+11:00,,,,,,,Accepted
139,SubmitLoanApplication,2018-11-07T15:44:34.031+11:00,25000,98000,,,,,
139,AssessApplication,2018-11-07T16:15:39.031+11:00,,,,,Simple,50,
139,CheckCareer,2018-11-07T17:10:11.031+11:00,,,13,,,,
139,CheckMedicalHistory,2018-11-07T18:12:28.031+11:00,,,,130,,,
139,NotifyOutcome,2018-11-07T19:12:25.031+11:00,,,,,,,Accepted
140,SubmitLoanApplication,2018-11-07T20:32:09.031+11:00,40000,94000,,,,,
140,AssessApplication,2018-11-07T21:25:09.031+11:00,,,,,Simple,50,
140,CheckCareer,2018-11-07T22:25:31.031+11:00,,,9,,,,
140,CheckMedicalHistory,2018-11-07T22:27:22.031+11:00,,,,110,,,
